Cluster_size,Cluster_count,cell_type,growth_rate_H,growth_rate_I,growth_rate_C,seed,alpha,conditional_entropy,fractal_dimension
2.0,10.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
3.0,6.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
4.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
5.0,3.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
7.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
8.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
11.0,2.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
16.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
17.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
21.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
24.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
29.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
41.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
55.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
57.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
157.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
210.0,1.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
1.0,27.0,3.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
2.0,9.0,3.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
3.0,1.0,3.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
6.0,1.0,3.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
18.0,1.0,3.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
21.0,1.0,3.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
35.0,1.0,3.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
47.0,1.0,3.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
228.0,1.0,3.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
1.0,110.0,1.0,0.01,0.003,0.00148,4,2.5,28.434642073827092,2.0754609932553314
2.0,15.0,1.0,0.01,0.003,0.00148,4,2.5,28.434642073827092,2.0754609932553314
